NATION,REGION,PROVINCE_CODE,PROVINCE,MUNICIPALITY
Espana,Castilla Y Leon,BU,Burgos,Arcos
Espana,Castilla Y Leon,BU,Burgos,Arenillas De Riopisuerga
Espana,Castilla Y Leon,BU,Burgos,Arija
Espana,Castilla Y Leon,BU,Burgos,Arlanzon
Espana,Castilla Y Leon,BU,Burgos,Arraya De Oca
Espana,Castilla Y Leon,BU,Burgos,Atapuerca
Espana,Castilla Y Leon,BU,Burgos,Avellanosa De Muno
Espana,Castilla Y Leon,BU,Burgos,Bahabon De Esgueva
Espana,Castilla Y Leon,BU,Burgos,Banos De Valdearados
Espana,Castilla Y Leon,BU,Burgos,Banuelos De Bureba
Espana,Castilla Y Leon,BU,Burgos,Barbadillo De Herreros
Espana,Castilla Y Leon,BU,Burgos,Barbadillo Del Mercado
Espana,Castilla Y Leon,BU,Burgos,Barbadillo Del Pez
Espana,Castilla Y Leon,BU,Burgos,Barrio De Muno
Espana,Castilla Y Leon,BU,Burgos,Barrios De Colina
Espana,Castilla Y Leon,BU,Burgos,Basconcillos Del Tozo
Espana,Castilla Y Leon,BU,Burgos,Bascunana
Espana,Castilla Y Leon,BU,Burgos,Belbimbre
Espana,Castilla Y Leon,BU,Burgos,Belorado
Espana,Castilla Y Leon,BU,Burgos,Berberana
Espana,Castilla Y Leon,BU,Burgos,Berlangas De Roa
Espana,Castilla Y Leon,BU,Burgos,Berzosa De Bureba
Espana,Castilla Y Leon,BU,Burgos,Bozoo
Espana,Castilla Y Leon,BU,Burgos,Brazacorta
Espana,Castilla Y Leon,BU,Burgos,Briviesca
Espana,Castilla Y Leon,BU,Burgos,Bugedo
Espana,Castilla Y Leon,BU,Burgos,Buniel
Espana,Castilla Y Leon,BU,Burgos,Burgos
Espana,Castilla Y Leon,BU,Burgos,Busto De Bureba
Espana,Castilla Y Leon,BU,Burgos,Cabanes De Esgueva
Espana,Castilla Y Leon,BU,Burgos,Cabezon De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Caleruega
Espana,Castilla Y Leon,BU,Burgos,Campillo De Aranda
Espana,Castilla Y Leon,BU,Burgos,Campolara
Espana,Castilla Y Leon,BU,Burgos,Canicosa De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Cantabrana
Espana,Castilla Y Leon,BU,Burgos,Carazo (Bu)
Espana,Castilla Y Leon,BU,Burgos,Carcedo De Bureba
Espana,Castilla Y Leon,BU,Burgos,Carcedo De Burgos
Espana,Castilla Y Leon,BU,Burgos,Cardenadijo
Espana,Castilla Y Leon,BU,Burgos,Cardenajimeno
Espana,Castilla Y Leon,BU,Burgos,Cardenuela Riopico
Espana,Castilla Y Leon,BU,Burgos,Carrias
Espana,Castilla Y Leon,BU,Burgos,Cascajares De Bureba
Espana,Castilla Y Leon,BU,Burgos,Cascajares De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Castellanos De Castro
Espana,Castilla Y Leon,BU,Burgos,Castil De Peones
Espana,Castilla Y Leon,BU,Burgos,Castildelgado
Espana,Castilla Y Leon,BU,Burgos,Castrillo De La Reina
Espana,Castilla Y Leon,BU,Burgos,Castrillo De La Vega
Espana,Castilla Y Leon,BU,Burgos,Castrillo De Riopisuerga
Espana,Castilla Y Leon,BU,Burgos,Castrillo Del Val
Espana,Castilla Y Leon,BU,Burgos,Castrillo Matajudios
Espana,Castilla Y Leon,BU,Burgos,Castrojeriz
Espana,Castilla Y Leon,BU,Burgos,Cavia
Espana,Castilla Y Leon,BU,Burgos,Cayuela
Espana,Castilla Y Leon,BU,Burgos,Cebrecos
Espana,Castilla Y Leon,BU,Burgos,Celada Del Camino
Espana,Castilla Y Leon,BU,Burgos,Cerezo De Rio Tiron
Espana,Castilla Y Leon,BU,Burgos,Cerraton De Juarros
Espana,Castilla Y Leon,BU,Burgos,Ciadoncha
Espana,Castilla Y Leon,BU,Burgos,Cillaperlata
Espana,Castilla Y Leon,BU,Burgos,Cilleruelo De Abajo
Espana,Castilla Y Leon,BU,Burgos,Cilleruelo De Arriba
Espana,Castilla Y Leon,BU,Burgos,Ciruelos De Cervera
Espana,Castilla Y Leon,BU,Burgos,Cogollos
Espana,Castilla Y Leon,BU,Burgos,Condado De Trevino
Espana,Castilla Y Leon,BU,Burgos,Contreras
Espana,Castilla Y Leon,BU,Burgos,Coruna Del Conde
Espana,Castilla Y Leon,BU,Burgos,Covarrubias (Bu)
Espana,Castilla Y Leon,BU,Burgos,Cubillo Del Campo
Espana,Castilla Y Leon,BU,Burgos,Cubo De Bureba
Espana,Castilla Y Leon,BU,Burgos,Cuevas De San Clemente
Espana,Castilla Y Leon,BU,Burgos,Encio
Espana,Castilla Y Leon,BU,Burgos,Espinosa De Cervera
Espana,Castilla Y Leon,BU,Burgos,Espinosa De Los Monteros
Espana,Castilla Y Leon,BU,Burgos,Espinosa Del Camino
Espana,Castilla Y Leon,BU,Burgos,Estepar
Espana,Castilla Y Leon,BU,Burgos,Fontioso
Espana,Castilla Y Leon,BU,Burgos,Frandovinez
Espana,Castilla Y Leon,BU,Burgos,Fresneda De La Sierra Tiron
Espana,Castilla Y Leon,BU,Burgos,Fresnena
Espana,Castilla Y Leon,BU,Burgos,Fresnillo De Las Duenas
Espana,Castilla Y Leon,BU,Burgos,Fresno De Rio Tiron
Espana,Castilla Y Leon,BU,Burgos,Fresno De Rodilla
Espana,Castilla Y Leon,BU,Burgos,Frias
Espana,Castilla Y Leon,BU,Burgos,Fuentebureba
Espana,Castilla Y Leon,BU,Burgos,Fuentecen
Espana,Castilla Y Leon,BU,Burgos,Fuentelcesped
Espana,Castilla Y Leon,BU,Burgos,Fuentelisendo
Espana,Castilla Y Leon,BU,Burgos,Fuentemolinos
Espana,Castilla Y Leon,BU,Burgos,Fuentenebro
Espana,Castilla Y Leon,BU,Burgos,Fuentespina
Espana,Castilla Y Leon,BU,Burgos,Galbarros
Espana,Castilla Y Leon,BU,Burgos,Grijalba
Espana,Castilla Y Leon,BU,Burgos,Grisalena
Espana,Castilla Y Leon,BU,Burgos,Gumiel De Izan
Espana,Castilla Y Leon,BU,Burgos,Gumiel De Mercado
Espana,Castilla Y Leon,BU,Burgos,Hacinas
Espana,Castilla Y Leon,BU,Burgos,Haza
Espana,Castilla Y Leon,BU,Burgos,Hontanas
Espana,Castilla Y Leon,BU,Burgos,Hontangas
Espana,Castilla Y Leon,BU,Burgos,Hontoria De La Cantera
Espana,Castilla Y Leon,BU,Burgos,Hontoria De Valdearados
Espana,Castilla Y Leon,BU,Burgos,Hontoria Del Pinar
Espana,Castilla Y Leon,BU,Burgos,Hornillos Del Camino
Espana,Castilla Y Leon,BU,Burgos,Hortiguela
Espana,Castilla Y Leon,BU,Burgos,Hoyales De Roa
Espana,Castilla Y Leon,BU,Burgos,Huermeces
Espana,Castilla Y Leon,BU,Burgos,Huerta De Arriba (Bu)
Espana,Castilla Y Leon,BU,Burgos,Huerta De Rey
Espana,Castilla Y Leon,BU,Burgos,Humada
Espana,Castilla Y Leon,BU,Burgos,Hurones
Espana,Castilla Y Leon,BU,Burgos,Ibeas De Juarros
Espana,Castilla Y Leon,BU,Burgos,Ibrillos
Espana,Castilla Y Leon,BU,Burgos,Iglesiarrubia
Espana,Castilla Y Leon,BU,Burgos,Iglesias
Espana,Castilla Y Leon,BU,Burgos,Isar
Espana,Castilla Y Leon,BU,Burgos,Itero Del Castillo
Espana,Castilla Y Leon,BU,Burgos,Jaramillo De La Fuente
Espana,Castilla Y Leon,BU,Burgos,Jaramillo Quemado
Espana,Castilla Y Leon,BU,Burgos,Junta De Traslaloma
Espana,Castilla Y Leon,BU,Burgos,Junta De Villalba De Losa
Espana,Castilla Y Leon,BU,Burgos,Jurisdiccion De Lara
Espana,Castilla Y Leon,BU,Burgos,Jurisdiccion De San Zadornil
Espana,Castilla Y Leon,BU,Burgos,La Cueva De Roa
Espana,Castilla Y Leon,BU,Burgos,La Gallega (Bu)
Espana,Castilla Y Leon,BU,Burgos,La Horra
Espana,Castilla Y Leon,BU,Burgos,La Puebla De Arganzon
Espana,Castilla Y Leon,BU,Burgos,La Revilla Y Ahedo
Espana,Castilla Y Leon,BU,Burgos,La Sequera De Haza
Espana,Castilla Y Leon,BU,Burgos,La Vid De Bureba
Espana,Castilla Y Leon,BU,Burgos,La Vid Y Barrios
Espana,Castilla Y Leon,BU,Burgos,Las Hormazas
Espana,Castilla Y Leon,BU,Burgos,Las Quintanillas (Bu)
Espana,Castilla Y Leon,BU,Burgos,Lerma
Espana,Castilla Y Leon,BU,Burgos,Llano De Bureba
Espana,Castilla Y Leon,BU,Burgos,Los Altos
Espana,Castilla Y Leon,BU,Burgos,Los Ausines
Espana,Castilla Y Leon,BU,Burgos,Los Balbases
Espana,Castilla Y Leon,BU,Burgos,Los Barrios De Bureba
Espana,Castilla Y Leon,BU,Burgos,Madrigal Del Monte
Espana,Castilla Y Leon,BU,Burgos,Madrigalejo Del Monte
Espana,Castilla Y Leon,BU,Burgos,Mahamud
Espana,Castilla Y Leon,BU,Burgos,Mambrilla De Castrejon
Espana,Castilla Y Leon,BU,Burgos,Mambrillas De Lara
Espana,Castilla Y Leon,BU,Burgos,Mamolar
Espana,Castilla Y Leon,BU,Burgos,Manciles
Espana,Castilla Y Leon,BU,Burgos,Mazuela
Espana,Castilla Y Leon,BU,Burgos,Mecerreyes
Espana,Castilla Y Leon,BU,Burgos,Medina De Pomar
Espana,Castilla Y Leon,BU,Burgos,Melgar De Fernamental
Espana,Castilla Y Leon,BU,Burgos,Merindad De Cuesta-Urria
Espana,Castilla Y Leon,BU,Burgos,Merindad De Montija
Espana,Castilla Y Leon,BU,Burgos,Merindad De Rio Ubierna
Espana,Castilla Y Leon,BU,Burgos,Merindad De Sotoscueva
Espana,Castilla Y Leon,BU,Burgos,Merindad De Valdeporres
Espana,Castilla Y Leon,BU,Burgos,Merindad De Valdivielso
Espana,Castilla Y Leon,BU,Burgos,Milagros
Espana,Castilla Y Leon,BU,Burgos,Miranda De Ebro
Espana,Castilla Y Leon,BU,Burgos,Miraveche
Espana,Castilla Y Leon,BU,Burgos,Modubar De La Emparedada
Espana,Castilla Y Leon,BU,Burgos,Monasterio De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Monasterio De Rodilla
Espana,Castilla Y Leon,BU,Burgos,Moncalvillo
Espana,Castilla Y Leon,BU,Burgos,Monterrubio De La Demanda
Espana,Castilla Y Leon,BU,Burgos,Montorio
Espana,Castilla Y Leon,BU,Burgos,Moradillo De Roa
Espana,Castilla Y Leon,BU,Burgos,Nava De Roa
Espana,Castilla Y Leon,BU,Burgos,Navas De Bureba
Espana,Castilla Y Leon,BU,Burgos,Nebreda
Espana,Castilla Y Leon,BU,Burgos,Neila
Espana,Castilla Y Leon,BU,Burgos,Olmedillo De Roa
Espana,Castilla Y Leon,BU,Burgos,Olmillos De Muno
Espana,Castilla Y Leon,BU,Burgos,Ona
Espana,Castilla Y Leon,BU,Burgos,Oquillas
Espana,Castilla Y Leon,BU,Burgos,Orbaneja Riopico
Espana,Castilla Y Leon,BU,Burgos,Padilla De Abajo
Espana,Castilla Y Leon,BU,Burgos,Padilla De Arriba
Espana,Castilla Y Leon,BU,Burgos,Padrones De Bureba
Espana,Castilla Y Leon,BU,Burgos,Palacios De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Palacios De Riopisuerga
Espana,Castilla Y Leon,BU,Burgos,Palazuelos De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Palazuelos De Muno
Espana,Castilla Y Leon,BU,Burgos,Pampliega
Espana,Castilla Y Leon,BU,Burgos,Pancorbo
Espana,Castilla Y Leon,BU,Burgos,Pardilla
Espana,Castilla Y Leon,BU,Burgos,Partido De La Sierra En Tobalina
Espana,Castilla Y Leon,BU,Burgos,Pedrosa De Duero
Espana,Castilla Y Leon,BU,Burgos,Pedrosa De Rio Urbel
Espana,Castilla Y Leon,BU,Burgos,Pedrosa Del Paramo
Espana,Castilla Y Leon,BU,Burgos,Pedrosa Del Principe
Espana,Castilla Y Leon,BU,Burgos,Penaranda De Duero
Espana,Castilla Y Leon,BU,Burgos,Peral De Arlanza
Espana,Castilla Y Leon,BU,Burgos,Piernigas
Espana,Castilla Y Leon,BU,Burgos,Pineda De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Pineda Trasmonte
Espana,Castilla Y Leon,BU,Burgos,Pinilla De Los Barruecos
Espana,Castilla Y Leon,BU,Burgos,Pinilla De Los Moros
Espana,Castilla Y Leon,BU,Burgos,Pinilla Trasmonte
Espana,Castilla Y Leon,BU,Burgos,Poza De La Sal
Espana,Castilla Y Leon,BU,Burgos,Pradanos De Bureba
Espana,Castilla Y Leon,BU,Burgos,Pradoluengo
Espana,Castilla Y Leon,BU,Burgos,Presencio
Espana,Castilla Y Leon,BU,Burgos,Puentedura
Espana,Castilla Y Leon,BU,Burgos,Quemada
Espana,Castilla Y Leon,BU,Burgos,Quintana Del Pidio
Espana,Castilla Y Leon,BU,Burgos,Quintanabureba
Espana,Castilla Y Leon,BU,Burgos,Quintanaelez
Espana,Castilla Y Leon,BU,Burgos,Quintanaortuno
Espana,Castilla Y Leon,BU,Burgos,Quintanapalla
Espana,Castilla Y Leon,BU,Burgos,Quintanar De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Quintanavides
Espana,Castilla Y Leon,BU,Burgos,Quintanilla De La Mata
Espana,Castilla Y Leon,BU,Burgos,Quintanilla Del Agua Y Tordueles
Espana,Castilla Y Leon,BU,Burgos,Quintanilla Del Coco
Espana,Castilla Y Leon,BU,Burgos,Quintanilla San Garcia
Espana,Castilla Y Leon,BU,Burgos,Quintanilla Vivar
Espana,Castilla Y Leon,BU,Burgos,Rabanera Del Pinar
Espana,Castilla Y Leon,BU,Burgos,Rabanos
Espana,Castilla Y Leon,BU,Burgos,Rabe De Las Calzadas
Espana,Castilla Y Leon,BU,Burgos,Rebolledo De La Torre
Espana,Castilla Y Leon,BU,Burgos,Redecilla Del Camino
Espana,Castilla Y Leon,BU,Burgos,Redecilla Del Campo
Espana,Castilla Y Leon,BU,Burgos,Regumiel De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Reinoso
Espana,Castilla Y Leon,BU,Burgos,Retuerta (Bu)
Espana,Castilla Y Leon,BU,Burgos,Revilla Del Campo
Espana,Castilla Y Leon,BU,Burgos,Revilla Vallejera
Espana,Castilla Y Leon,BU,Burgos,Revillarruz
Espana,Castilla Y Leon,BU,Burgos,Rezmondo
Espana,Castilla Y Leon,BU,Burgos,Riocavado De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Roa
Espana,Castilla Y Leon,BU,Burgos,Rojas
Espana,Castilla Y Leon,BU,Burgos,Royuela De Rio Franco
Espana,Castilla Y Leon,BU,Burgos,Rubena
Espana,Castilla Y Leon,BU,Burgos,Rublacedo De Abajo
Espana,Castilla Y Leon,BU,Burgos,Rucandio
Espana,Castilla Y Leon,BU,Burgos,Salas De Bureba
Espana,Castilla Y Leon,BU,Burgos,Salas De Los Infantes
Espana,Castilla Y Leon,BU,Burgos,Saldana De Burgos
Espana,Castilla Y Leon,BU,Burgos,Salinillas De Bureba
Espana,Castilla Y Leon,BU,Burgos,San Adrian De Juarros
Espana,Castilla Y Leon,BU,Burgos,San Juan Del Monte (Bu)
Espana,Castilla Y Leon,BU,Burgos,San Mames De Burgos
Espana,Castilla Y Leon,BU,Burgos,San Martin De Rubiales
Espana,Castilla Y Leon,BU,Burgos,San Millan De Lara
Espana,Castilla Y Leon,BU,Burgos,San Vicente Del Valle
Espana,Castilla Y Leon,BU,Burgos,Santa Cecilia (Bu)
Espana,Castilla Y Leon,BU,Burgos,Santa Cruz De La Salceda
Espana,Castilla Y Leon,BU,Burgos,Santa Cruz Del Valle Urbion
Espana,Castilla Y Leon,BU,Burgos,Santa Gadea Del Cid
Espana,Castilla Y Leon,BU,Burgos,Santa Ines (Bu)
Espana,Castilla Y Leon,BU,Burgos,Santa Maria Del Campo
Espana,Castilla Y Leon,BU,Burgos,Santa Maria Del Invierno
Espana,Castilla Y Leon,BU,Burgos,Santa Maria Del Mercadillo
Espana,Castilla Y Leon,BU,Burgos,Santa Maria Rivarredonda
Espana,Castilla Y Leon,BU,Burgos,Santa Olalla De Bureba
Espana,Castilla Y Leon,BU,Burgos,Santibanez De Esgueva
Espana,Castilla Y Leon,BU,Burgos,Santibanez Del Val
Espana,Castilla Y Leon,BU,Burgos,Santo Domingo De Silos
Espana,Castilla Y Leon,BU,Burgos,Sargentes De La Lora
Espana,Castilla Y Leon,BU,Burgos,Sarracin
Espana,Castilla Y Leon,BU,Burgos,Sasamon
Espana,Castilla Y Leon,BU,Burgos,Solarana
Espana,Castilla Y Leon,BU,Burgos,Sordillos
Espana,Castilla Y Leon,BU,Burgos,Sotillo De La Ribera
Espana,Castilla Y Leon,BU,Burgos,Sotragero
Espana,Castilla Y Leon,BU,Burgos,Sotresgudo
Espana,Castilla Y Leon,BU,Burgos,Susinos Del Paramo
Espana,Castilla Y Leon,BU,Burgos,Tamaron
Espana,Castilla Y Leon,BU,Burgos,Tardajos
Espana,Castilla Y Leon,BU,Burgos,Tejada
Espana,Castilla Y Leon,BU,Burgos,Terradillos De Esgueva
Espana,Castilla Y Leon,BU,Burgos,Tinieblas De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Tobar
Espana,Castilla Y Leon,BU,Burgos,Tordomar
Espana,Castilla Y Leon,BU,Burgos,Torrecilla Del Monte
Espana,Castilla Y Leon,BU,Burgos,Torregalindo
Espana,Castilla Y Leon,BU,Burgos,Torrelara
Espana,Castilla Y Leon,BU,Burgos,Torrepadre
Espana,Castilla Y Leon,BU,Burgos,Torresandino
Espana,Castilla Y Leon,BU,Burgos,Tortoles De Esgueva
Espana,Castilla Y Leon,BU,Burgos,Tosantos
Espana,Castilla Y Leon,BU,Burgos,Trespaderne
Espana,Castilla Y Leon,BU,Burgos,Tubilla Del Agua
Espana,Castilla Y Leon,BU,Burgos,Tubilla Del Lago
Espana,Castilla Y Leon,BU,Burgos,Urbel Del Castillo
Espana,Castilla Y Leon,BU,Burgos,Vadocondes
Espana,Castilla Y Leon,BU,Burgos,Valdeande
Espana,Castilla Y Leon,BU,Burgos,Valdezate
Espana,Castilla Y Leon,BU,Burgos,Valdorros
Espana,Castilla Y Leon,BU,Burgos,Vallarta De Bureba
Espana,Castilla Y Leon,BU,Burgos,Valle De Las Navas
Espana,Castilla Y Leon,BU,Burgos,Valle De Losa
Espana,Castilla Y Leon,BU,Burgos,Valle De Manzanedo
Espana,Castilla Y Leon,BU,Burgos,Valle De Mena
Espana,Castilla Y Leon,BU,Burgos,Valle De Oca
Espana,Castilla Y Leon,BU,Burgos,Valle De Santibanez
Espana,Castilla Y Leon,BU,Burgos,Valle De Sedano
Espana,Castilla Y Leon,BU,Burgos,Valle De Tobalina
Espana,Castilla Y Leon,BU,Burgos,Valle De Valdebezana
Espana,Castilla Y Leon,BU,Burgos,Valle De Valdelaguna
Espana,Castilla Y Leon,BU,Burgos,Valle De Valdelucio
Espana,Castilla Y Leon,BU,Burgos,Valle De Zamanzas
Espana,Castilla Y Leon,BU,Burgos,Vallejera
Espana,Castilla Y Leon,BU,Burgos,Valles De Palenzuela
Espana,Castilla Y Leon,BU,Burgos,Valluercanes
Espana,Castilla Y Leon,BU,Burgos,Valmala
Espana,Castilla Y Leon,BU,Burgos,Vilena
Espana,Castilla Y Leon,BU,Burgos,Villadiego
Espana,Castilla Y Leon,BU,Burgos,Villaescusa De Roa
Espana,Castilla Y Leon,BU,Burgos,Villaescusa La Sombria
Espana,Castilla Y Leon,BU,Burgos,Villaespasa
Espana,Castilla Y Leon,BU,Burgos,Villafranca Montes De Oca
Espana,Castilla Y Leon,BU,Burgos,Villafruela (Bu)
Espana,Castilla Y Leon,BU,Burgos,Villagalijo
Espana,Castilla Y Leon,BU,Burgos,Villagonzalo Pedernales
Espana,Castilla Y Leon,BU,Burgos,Villahoz
Espana,Castilla Y Leon,BU,Burgos,Villalba De Duero
Espana,Castilla Y Leon,BU,Burgos,Villalbilla De Burgos
Espana,Castilla Y Leon,BU,Burgos,Villalbilla De Gumiel
Espana,Castilla Y Leon,BU,Burgos,Villaldemiro
Espana,Castilla Y Leon,BU,Burgos,Villalmanzo
Espana,Castilla Y Leon,BU,Burgos,Villamayor De Los Montes
Espana,Castilla Y Leon,BU,Burgos,Villamayor De Trevino
Espana,Castilla Y Leon,BU,Burgos,Villambistia
Espana,Castilla Y Leon,BU,Burgos,Villamedianilla
Espana,Castilla Y Leon,BU,Burgos,Villamiel De La Sierra
Espana,Castilla Y Leon,BU,Burgos,Villangomez
Espana,Castilla Y Leon,BU,Burgos,Villanueva De Argano
Espana,Castilla Y Leon,BU,Burgos,Villanueva De Carazo
Espana,Castilla Y Leon,BU,Burgos,Villanueva De Gumiel
Espana,Castilla Y Leon,BU,Burgos,Villanueva De Teba
Espana,Castilla Y Leon,BU,Burgos,Villaquiran De La Puebla
Espana,Castilla Y Leon,BU,Burgos,Villaquiran De Los Infantes
Espana,Castilla Y Leon,BU,Burgos,Villarcayo De Merindad De Castilla La Vieja
Espana,Castilla Y Leon,BU,Burgos,Villariezo
Espana,Castilla Y Leon,BU,Burgos,Villasandino
Espana,Castilla Y Leon,BU,Burgos,Villasur De Herreros
Espana,Castilla Y Leon,BU,Burgos,Villatuelda
Espana,Castilla Y Leon,BU,Burgos,Villaverde Del Monte (Bu)
Espana,Castilla Y Leon,BU,Burgos,Villaverde-Mogina
Espana,Castilla Y Leon,BU,Burgos,Villayerno Morquillas
Espana,Castilla Y Leon,BU,Burgos,Villazopeque
Espana,Castilla Y Leon,BU,Burgos,Villegas
Espana,Castilla Y Leon,BU,Burgos,Villoruebo
Espana,Castilla Y Leon,BU,Burgos,Viloria De Rioja
Espana,Castilla Y Leon,BU,Burgos,Vilviestre Del Pinar
Espana,Castilla Y Leon,BU,Burgos,Vizcainos
Espana,Castilla Y Leon,BU,Burgos,Zael
Espana,Castilla Y Leon,BU,Burgos,Zarzosa De Rio Pisuerga
Espana,Castilla Y Leon,BU,Burgos,Zazuar
Espana,Castilla Y Leon,BU,Burgos,Zuneda
Espana,Castilla Y Leon,LE,Leon,Acebedo (Le)
Espana,Castilla Y Leon,LE,Leon,Algadefe
Espana,Castilla Y Leon,LE,Leon,Alija Del Infantado
Espana,Castilla Y Leon,LE,Leon,Almanza
Espana,Castilla Y Leon,LE,Leon,Ardon
Espana,Castilla Y Leon,LE,Leon,Arganza (Le)
Espana,Castilla Y Leon,LE,Leon,Astorga
Espana,Castilla Y Leon,LE,Leon,Balboa (Le)
Espana,Castilla Y Leon,LE,Leon,Barjas
Espana,Castilla Y Leon,LE,Leon,Bembibre (Le)
Espana,Castilla Y Leon,LE,Leon,Benavides
Espana,Castilla Y Leon,LE,Leon,Benuza
Espana,Castilla Y Leon,LE,Leon,Bercianos Del Paramo
Espana,Castilla Y Leon,LE,Leon,Bercianos Del Real Camino
Espana,Castilla Y Leon,LE,Leon,Berlanga Del Bierzo
Espana,Castilla Y Leon,LE,Leon,Boca De Huergano
Espana,Castilla Y Leon,LE,Leon,Bonar
Espana,Castilla Y Leon,LE,Leon,Borrenes
Espana,Castilla Y Leon,LE,Leon,Brazuelo
Espana,Castilla Y Leon,LE,Leon,Buron
Espana,Castilla Y Leon,LE,Leon,Bustillo Del Paramo (Le)
Espana,Castilla Y Leon,LE,Leon,Cabanas Raras
Espana,Castilla Y Leon,LE,Leon,Cabreros Del Rio
Espana,Castilla Y Leon,LE,Leon,Cabrillanes
Espana,Castilla Y Leon,LE,Leon,Cacabelos
Espana,Castilla Y Leon,LE,Leon,Calzada Del Coto
Espana,Castilla Y Leon,LE,Leon,Campazas
Espana,Castilla Y Leon,LE,Leon,Campo De Villavidel
Espana,Castilla Y Leon,LE,Leon,Camponaraya
Espana,Castilla Y Leon,LE,Leon,Candin (Le)
Espana,Castilla Y Leon,LE,Leon,Carmenes
Espana,Castilla Y Leon,LE,Leon,Carracedelo
Espana,Castilla Y Leon,LE,Leon,Carrizo
Espana,Castilla Y Leon,LE,Leon,Carrocera
Espana,Castilla Y Leon,LE,Leon,Carucedo
Espana,Castilla Y Leon,LE,Leon,Castilfale
Espana,Castilla Y Leon,LE,Leon,Castrillo De Cabrera
Espana,Castilla Y Leon,LE,Leon,Castrillo De La Valduerna
Espana,Castilla Y Leon,LE,Leon,Castrocalbon
Espana,Castilla Y Leon,LE,Leon,Castrocontrigo
Espana,Castilla Y Leon,LE,Leon,Castropodame
Espana,Castilla Y Leon,LE,Leon,Castrotierra De Valmadrigal
Espana,Castilla Y Leon,LE,Leon,Cea (Le)
Espana,Castilla Y Leon,LE,Leon,Cebanico
Espana,Castilla Y Leon,LE,Leon,Cebrones Del Rio
Espana,Castilla Y Leon,LE,Leon,Chozas De Abajo
Espana,Castilla Y Leon,LE,Leon,Cimanes De La Vega
Espana,Castilla Y Leon,LE,Leon,Cimanes Del Tejar
Espana,Castilla Y Leon,LE,Leon,Cistierna
Espana,Castilla Y Leon,LE,Leon,Congosto (Le)
Espana,Castilla Y Leon,LE,Leon,Corbillos De Los Oteros
Espana,Castilla Y Leon,LE,Leon,Corullon
Espana,Castilla Y Leon,LE,Leon,Cremenes
Espana,Castilla Y Leon,LE,Leon,Cuadros (Le)
Espana,Castilla Y Leon,LE,Leon,Cubillas De Los Oteros
Espana,Castilla Y Leon,LE,Leon,Cubillas De Rueda
Espana,Castilla Y Leon,LE,Leon,Cubillos Del Sil
Espana,Castilla Y Leon,LE,Leon,Destriana
Espana,Castilla Y Leon,LE,Leon,El Burgo
Espana,Castilla Y Leon,LE,Leon,El Burgo Ranero
Espana,Castilla Y Leon,LE,Leon,Encinedo
Espana,Castilla Y Leon,LE,Leon,Escobar De Campos
Espana,Castilla Y Leon,LE,Leon,Fabero
Espana,Castilla Y Leon,LE,Leon,Folgoso De La Ribera
Espana,Castilla Y Leon,LE,Leon,Fresno De La Vega
Espana,Castilla Y Leon,LE,Leon,Fuentes De Carbajal
Espana,Castilla Y Leon,LE,Leon,Garrafe De Torio
Espana,Castilla Y Leon,LE,Leon,Gordaliza Del Pino
Espana,Castilla Y Leon,LE,Leon,Gordoncillo
Espana,Castilla Y Leon,LE,Leon,Gradefes
Espana,Castilla Y Leon,LE,Leon,Grajal De Campos
Espana,Castilla Y Leon,LE,Leon,Gusendos De Los Oteros
Espana,Castilla Y Leon,LE,Leon,Hospital De Orbigo
Espana,Castilla Y Leon,LE,Leon,Iguena
Espana,Castilla Y Leon,LE,Leon,Izagre
Espana,Castilla Y Leon,LE,Leon,Joarilla De Las Matas
Espana,Castilla Y Leon,LE,Leon,La Antigua
Espana,Castilla Y Leon,LE,Leon,La Baneza
Espana,Castilla Y Leon,LE,Leon,La Carrera
Espana,Castilla Y Leon,LE,Leon,La Ercina
Espana,Castilla Y Leon,LE,Leon,La Granja
Espana,Castilla Y Leon,LE,Leon,La Mata
Espana,Castilla Y Leon,LE,Leon,La Mata
Espana,Castilla Y Leon,LE,Leon,La Mata
Espana,Castilla Y Leon,LE,Leon,La Mata
Espana,Castilla Y Leon,LE,Leon,La Mata
Espana,Castilla Y Leon,LE,Leon,La Pola De Gordon
Espana,Castilla Y Leon,LE,Leon,La Robla
Espana,Castilla Y Leon,LE,Leon,La Vecilla
Espana,Castilla Y Leon,LE,Leon,Laguna Dalga
Espana,Castilla Y Leon,LE,Leon,Laguna De Negrillos
Espana,Castilla Y Leon,LE,Leon,Las Omanas
Espana,Castilla Y Leon,LE,Leon,Leon (Le)
Espana,Castilla Y Leon,LE,Leon,Llamas De La Ribera
Espana,Castilla Y Leon,LE,Leon,Los Barrios
Espana,Castilla Y Leon,LE,Leon,Los Barrios
